Column1._id,Column1.服務類別,Column1.機關類別,Column1.機關名稱,Column1.行政區域,Column1.AP編號,Column1.AP廠牌,Column1.AP_MAC,Column1.APIP,Column1.地址,Column1.線路編號,Column1.線路頻寬(M),Column1.經度,Column1.緯度,Column1.熱點類別,Column1.HUBSITE ID,Column1.HUBSITE NAME,Column1.英文地址
760,IN,聯合醫院,中興院區,大同區,DT040033,Dlink,04:11:58:4A:E7:3E,10.120.192.225,臺北市大同區鄭州路145號5樓(家屬等候區上方),225Y133755,60M/20M,121.50941599999999,25.051527,市立聯合醫院,HB06000609,中興院區,"5F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan(family waiting area at the top)"
761,IN,聯合醫院,中興院區,大同區,DT040032,Dlink,04:11:46:FE:24:58,10.120.198.70,臺北市大同區鄭州路145號3樓(圖書室門口上方),225Y191784,16M/3M,121.509418,25.051527,市立聯合醫院,HB06000609,中興院區,"3F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (above the library entrance)"
762,IN,聯合醫院,中興院區,大同區,DT040031,Dlink,5C:D1:98:0C:78:EF,10.120.198.69,臺北市大同區鄭州路145號3樓(復健科掛號室走道上方),225Y191784,16M/3M,121.50952099999999,25.051658,市立聯合醫院,HB06000609,中興院區,"3F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (rehabilitation registered room walkway above)"
763,IN,聯合醫院,中興院區,大同區,DT040030,Dlink,04:11:9A:C3:75:6B,10.120.198.68,臺北市大同區鄭州路145號3樓(職能治療室前方),225Y191784,16M/3M,121.509527,25.051656,市立聯合醫院,HB06000609,中興院區,"3F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan(cardio-pulmonary rehabilitation functional outdoor above the aisle)"
764,IN,聯合醫院,中興院區,大同區,DT040029,Dlink,04:11:46:FF:2D:3D,10.120.198.136,臺北市大同區鄭州路145號2樓(精神科外走道會議室上方),225Y191787,100M/40M,121.509525,25.051656,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (Psychiatric outside aisle conference room above)"
765,IN,聯合醫院,中興院區,大同區,DT040027,Dlink,CC:B2:55:03:3C:51,10.120.198.135,臺北市大同區鄭州路145號2樓(掛號批價處前方),225Y191787,100M/40M,121.50952099999999,25.051656,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan(registered approved price at the front)"
766,IN,聯合醫院,中興院區,大同區,DT040028,Dlink,1C:B1:B9:80:8F:97,10.120.198.67,臺北市大同區鄭州路145號2樓(眼科外走道),225Y191784,16M/3M,121.509523,25.051656,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (ophthalmology outside the aisle)"
767,IN,聯合醫院,中興院區,大同區,DT040022,Dlink,04:11:46:FD:3A:4C,10.120.198.66,臺北市大同區鄭州路145號2樓(88診流感疫苗注射室),225Y191784,16M/3M,121.50940600000001,25.051724,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (Dermatology outside aisle nutritional counseling rooms above)"
768,IN,聯合醫院,中興院區,大同區,DT040024,Dlink,1C:B1:B9:8E:A0:5B,10.120.198.65,臺北市大同區鄭州路145號2樓(泌尿科研究室前方),225Y191784,16M/3M,121.509404,25.051724,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (in front of the Urology Research Center)"
769,IN,聯合醫院,中興院區,大同區,DT040021,Dlink,5C:D9:98:0C:79:0F,10.120.198.134,臺北市大同區鄭州路145號2樓(外科走道),225Y191787,100M/40M,121.50940800000001,25.051724,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (surgical aisle)"
770,IN,聯合醫院,中興院區,大同區,DT040025,Dlink,5C:D9:98:0C:78:12,10.120.198.133,臺北市大同區鄭州路145號2樓(家庭醫學科體檢室前方),225Y191787,100M/40M,121.50940200000001,25.051724,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (in front of the examination room of the Department of Family Medicine)"
771,IN,聯合醫院,中興院區,大同區,DT040020,Dlink,04:11:46:FD:3A:B3,10.120.198.132,臺北市大同區鄭州路145號2樓(內科走道),225Y191787,100M/40M,121.50916200000002,25.051707999999998,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (internal medicine aisle)"
772,IN,聯合醫院,中興院區,大同區,DT040018,Dlink,04:11:46:FF:2D:3E,10.120.198.131,臺北市大同區鄭州路145號2樓(小兒科兒童遊戲間前方),225Y191787,100M/40M,121.509166,25.051706,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (pediatrics children’s game front)"
773,IN,聯合醫院,中興院區,大同區,DT040026,Dlink,1C:B1:B9:80:8F:17,10.120.198.130,臺北市大同區鄭州路145號2樓(婦產科超音波室門口上方),225Y191787,100M/40M,121.50940800000001,25.051728,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (obstetrics and gynecology ultrasound room door at the top)"
774,IN,聯合醫院,中興院區,大同區,DT040019,Dlink,04:11:46:FD:3A:7C,10.120.198.129,臺北市大同區鄭州路145號2樓(中醫科疼痛中心外走道上方),225Y191787,100M/40M,121.50916799999999,25.051706,市立聯合醫院,HB06000609,中興院區,"2F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan(Traditional Chinese Medicine pain outside the center aisle above)"
775,IN,聯合醫院,中興院區,大同區,DT040014,Dlink,00:19:5B:6A:6D:88,10.120.198.169,臺北市大同區鄭州路145號1樓(急診室入口左方),225Y191788,100M/40M,121.50894699999999,25.051672,市立聯合醫院,HB06000609,中興院區,"1F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan(emergency registration grant price at the top)"
776,IN,聯合醫院,中興院區,大同區,DT040013,Dlink,04:11:46:FD:39:89,10.120.198.168,臺北市大同區鄭州路145號1樓(急診室x光室前上方),225Y191788,100M/40M,121.508945,25.051672,市立聯合醫院,HB06000609,中興院區,"1F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan(emergency room entrance on the left top)"
777,IN,聯合醫院,中興院區,大同區,DT040011,Dlink,04:11:9A:C3:74:EC,10.120.198.167,臺北市大同區鄭州路145號1樓(放射診斷科),225Y191788,100M/40M,121.508941,25.051672,市立聯合醫院,HB06000609,中興院區,"1F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (Diagnostic Radiology)"
778,IN,聯合醫院,中興院區,大同區,DT040015,Dlink,BC:A1:86:06:BC:AA,10.120.198.166,臺北市大同區鄭州路145號1樓(超音波室內),225Y191788,100M/40M,121.508949,25.051672,市立聯合醫院,HB06000609,中興院區,"1F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (Department of Nuclear Medicine walkway above)"
779,IN,聯合醫院,中興院區,大同區,DT040017,Dlink,00:13:46:FE:25:68,10.120.198.164,臺北市大同區鄭州路145號1樓(iscoffee門口上方),225Y191788,100M/40M,121.50916399999998,25.051706,市立聯合醫院,HB06000609,中興院區,"1F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan(health restaurant walkway above)"
780,IN,聯合醫院,中興院區,大同區,DT040012,Dlink,1C:B1:B9:8D:DA:EE,10.120.198.163,臺北市大同區鄭州路145號1樓(門診藥局外走道上方),225Y191788,100M/40M,121.50894299999999,25.051672,市立聯合醫院,HB06000609,中興院區,"1F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (out-patient drug outside aisle above)"
781,IN,聯合醫院,中興院區,大同區,DT040067,Dlink,04:11:46:FD:39:05,10.120.198.162,臺北市大同區鄭州路145號B1(美食街門口上方),225Y191788,100M/40M,121.509107,25.051410999999998,市立聯合醫院,HB06000609,中興院區,"B1F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (Food court the door above)"
782,IN,聯合醫院,中興院區,大同區,DT040066,Dlink,04:11:46:FE:25:67,10.120.198.161,臺北市大同區鄭州路145號B1(美食街內逃生出口左邊店家內上方),225Y191788,100M/40M,121.509358,25.051427,市立聯合醫院,HB06000609,中興院區,"B1F., No.145, Zhengzhou Rd., Datong Dist., Taipei City, Taiwan (the food court to go in the end on the left corner)"
783,IH,圖書館,舊莊分館,南港區,NG030008,Aruba,00:24:6C:3D:4A:20,10.114.65.110,臺北市南港區舊莊街一段91巷11號5樓(自修室),227Y142372,60M/20M,121.61943799999999,25.041326,市立圖書館,HB10000033,舊莊分館,"5F., No.11, Lane 91, Sec. 1, Jiuzhuang St., Nangang Dist., Taipei City, Taiwan"
784,IH,圖書館,舊莊分館,南港區,NG030007,Aruba,00:24:6C:3D:4B:D0,10.114.65.109,臺北市南港區舊莊街一段91巷11號4樓(視聽資料區),227Y142372,60M/20M,121.61943400000001,25.041328,市立圖書館,HB10000033,舊莊分館,"4F., No.11, Lane 91, Sec. 1, Jiuzhuang St., Nangang Dist., Taipei City, Taiwan"
785,IH,圖書館,舊莊分館,南港區,NG030005,Aruba,00:24:6C:3D:4C:D0,10.114.65.108,臺北市南港區舊莊街一段91巷11號2樓綜合服務台,227Y142372,60M/20M,121.61943799999999,25.041328,市立圖書館,HB10000033,舊莊分館,"2F., No.11, Lane 91, Sec. 1, Jiuzhuang St., Nangang Dist., Taipei City, Taiwan"
786,IH,圖書館,舊莊分館,南港區,NG030006,Aruba,00:24:6C:3B:23:50,10.114.65.107,臺北市南港區舊莊街一段91巷11號3樓外文圖書區,227Y142372,60M/20M,121.61943600000001,25.041328,市立圖書館,HB10000033,舊莊分館,"3F., No.11, Lane 91, Sec. 1, Jiuzhuang St., Nangang Dist., Taipei City, Taiwan"
787,IH,圖書館,石牌分館,北投區,BT030020,Aruba,24:DE:C6:88:14:B0,10.114.71.214,臺北市北投區明德路208巷5號8樓【參考資料區靠窗戶邊上方(維修孔)】,288Y100517,60M/20M,121.52266000000002,25.113173,市立圖書館,HB06000957,石牌分館,"8F., No.5, Lane 208, Mingde Rd., Beitou Dist., Taipei City, Taiwan (maintenance hole)]"
788,IH,圖書館,石牌分館,北投區,BT030019,Aruba,24:DE:C6:87:B5:00,10.114.71.213,臺北市北投區明德路208巷5號7樓【外文書籍區上方(維修孔)】,288Y100517,60M/20M,121.52266000000002,25.113175,市立圖書館,HB06000957,石牌分館,"7F., No.5, Lane 208, Mingde Rd., Beitou Dist., Taipei City, Taiwan (maintenance hole)]"
789,IH,圖書館,石牌分館,北投區,BT030018,Aruba,00:24:6C:44:99:40,10.114.71.212,臺北市北投區明德路208巷5號6樓【開架閱覽室中間處(維修孔)】,288Y100517,60M/20M,121.52261999999999,25.113177,市立圖書館,HB06000957,石牌分館,"6F., No.5, Lane 208, Mingde Rd., Beitou Dist., Taipei City, Taiwan (maintenance hole)]"
790,IH,圖書館,石牌分館,北投區,BT030017,Aruba,24:DE:C6:87:C5:E0,10.114.71.211,臺北市北投區明德路208巷5號9樓(青少年中文圖書區(高中區),288Y100517,60M/20M,121.52264,25.113177,市立圖書館,HB06000957,石牌分館,"9F., No.5, Lane 208, Mingde Rd., Beitou Dist., Taipei City"
791,IH,圖書館,石牌分館,北投區,BT030016,Aruba,00:24:6C:02:CE:B0,10.114.71.210,臺北市北投區明德路208巷5號4樓【期刊區與綜合服務區上方處(維修孔)】,288Y100517,60M/20M,121.52268000000001,25.113177,市立圖書館,HB06000957,石牌分館,"4F., No.5, Lane 208, Mingde Rd., Beitou Dist., Taipei City, Taiwan (maintenance hole)]"
792,IH,圖書館,石牌分館,北投區,BT030015,Aruba,18:64:72:7C:D0:50,10.114.71.209,臺北市北投區明德路208巷5號3樓【自修室中間上方處)】,288Y100517,60M/20M,121.52266000000002,25.113177,市立圖書館,HB06000957,石牌分館,"3F., No.5, Lane 208, Mingde Rd., Beitou Dist., Taipei City, Taiwan"
793,IH,圖書館,北投分館,北投區,BT030013,Aruba,00:24:6C:4C:EA:10,10.114.65.157,臺北市北投區光明路251號2樓【多功能討論室門前天花板內】,289Y019920,60M/20M,121.506294,25.136298,市立圖書館,HB06000956,北投分館,"2F., No.251, Guangming Rd., Beitou Dist., Taipei City, Taiwan         The multi-functional seminar rooms’s ceiling]"
794,IH,圖書館,北投分館,北投區,BT030011,Aruba,00:24:6C:4C:E9:D0,10.114.65.156,臺北市北投區光明路251號1樓【中文圖書區中間位置天花板內】,289Y019920,60M/20M,121.50629599999999,25.136298,市立圖書館,HB06000956,北投分館,"1F., No.251, Guangming Rd., Beitou Dist., Taipei City, Taiwan         Chinese Library District, the middle of the ceiling"
795,IH,圖書館,北投分館,北投區,BT030012,Aruba,00:24:6C:4C:EA:40,10.114.65.155,臺北市北投區光明路251號1樓【閱報區中間位置天花板內】,289Y019920,60M/20M,121.506298,25.136298,市立圖書館,HB06000956,北投分館,"1F., No.251, Guangming Rd., Beitou Dist., Taipei City, Taiwan         newspaper reading area the middle of the ceiling"
796,IH,圖書館,北投分館,北投區,BT030014,Aruba,00:24:6C:4C:EA:00,10.114.65.154,臺北市北投區光明路251號B1【閱讀區中間位置天花板內】,289Y019920,60M/20M,121.50629199999999,25.136298,市立圖書館,HB06000956,北投分館,"B1F., No.251, Guangming Rd., Beitou Dist., Taipei City, Taiwan       reading area the middle of the ceiling"
797,IH,圖書館,六合分館,信義區,XY030006,Aruba,00:24:6C:3D:4C:E0,10.114.65.98,臺北市信義區松仁路240巷19號3樓自修室,227Y142370,16M/3M,121.568874,25.024522,市立圖書館,HB09000127,六合分館,"3F., No.19, Lane 240, Songren Rd., Xinyi Dist., Taipei City, Taiwan"
798,IH,圖書館,六合分館,信義區,XY030008,Aruba,00:24:6C:3D:4B:B0,10.114.65.97,臺北市信義區松仁路240巷19號4樓(兒童閱覽區),227Y142370,16M/3M,121.568872,25.024522,市立圖書館,HB09000127,六合分館,"4F., No.19, Lane 240, Songren Rd., Xinyi Dist., Taipei City, Taiwan"
799,IH,圖書館,六合分館,信義區,XY030007,Aruba,00:24:6C:3B:A5:20,10.114.65.96,臺北市信義區松仁路240巷19號5樓哺乳室門口外天花板上方,227Y142370,16M/3M,121.568873,25.024522,市立圖書館,HB09000127,六合分館,"5F., No.19, Lane 240, Songren Rd., Xinyi Dist., Taipei City, Taiwan"
800,IH,圖書館,秀山民眾閱覽室,北投區,BT030002,Aruba,00:24:6C:4C:EA:F0,10.114.67.49,臺北市北投區中和街534號7樓(自修區牌示正後方三塊天花板處),289Y020013,20M/5M,121.49311399999999,25.145577,市立圖書館,HB06000664,秀山民眾閱覽室,"7F, No.534, Zhonghe St., Beitou Dist., Taipei City, Taiwan (self-study area licensing demonstration behind the three ceiling)"
801,IH,圖書館,秀山民眾閱覽室,北投區,BT030001,Aruba,00:24:6C:3D:37:E0,10.114.67.48,臺北市北投區中和街534號6樓(閱讀室牌示正前方2塊天花板處),289Y020013,20M/5M,121.493118,25.145577,市立圖書館,HB06000664,秀山民眾閱覽室,"6F, No.534, Zhonghe St., Beitou Dist., Taipei City, Taiwan (the reading room card show in front of two of the ceiling)"
802,IH,圖書館,永明民眾閱覽室,北投區,BT030006,Aruba,00:24:6C:4C:EA:50,10.114.67.45,臺北市北投區石牌路二段115號8樓(座位區第一張桌子上方),288Y068194,20M/5M,121.517178,25.118068,市立圖書館,HB06000636,永明民眾閱覽室,"8F, No.115, Sec. 2, Shipai Rd., Beitou Dist., Taipei City, Taiwan (Ma Ying-jeou photo in front of three gypsum board)"
803,IH,圖書館,永明民眾閱覽室,北投區,BT030005,Aruba,00:24:6C:3D:37:60,10.114.67.44,臺北市北投區石牌路二段115號7樓(兒童圖書區正前方第2塊石膏板),288Y068194,20M/5M,121.517176,25.118068,市立圖書館,HB06000636,永明民眾閱覽室,"7F, No.115, Sec. 2, Shipai Rd., Beitou Dist., Taipei City, Taiwan(children’s books area in front of two gypsum board)"
804,IH,圖書館,清江分館,北投區,BT030003,Aruba,00:24:6C:3D:35:90,10.114.67.16,臺北市北投區公館路198號3樓(自修室上方),289Y020003,20M/5M,121.50735,25.127735,市立圖書館,HB06000633,清江分館,"3F, No.198, Gongguan Rd., Beitou Dist., Taipei City, Taiwan (study room the center of the clock in front of 2M )"
805,IH,圖書館,清江分館,北投區,BT030004,Aruba,00:24:6C:4C:EA:C0,10.114.67.15,臺北市北投區公館路198號3樓(筆電區上方),289Y020003,20M/5M,121.50735,25.127733,市立圖書館,HB06000633,清江分館,"3F, No.198, Gongguan Rd., Beitou Dist., Taipei City, Taiwan(reading room periodicals area in front of the outlet side)"
806,IH,圖書館,稻香分館,北投區,BT030022,Aruba,00:24:6C:3D:37:A0,10.114.67.30,臺北市北投區稻香路81號4樓(自修室門口進去約1米半處天花板，自修室入口處),289Y019919,20M/5M,121.489534,25.140952,市立圖書館,HB06000661,稻香分館,"4F., No.81, Daoxiang Rd., Beitou Dist., Taipei City, Taiwan (study room door about 1 meter and a half at the ceiling)"
807,IH,圖書館,稻香分館,北投區,BT030021,Aruba,00:24:6C:4C:A6:A0,10.114.67.29,臺北市北投區稻香路81號3樓(一般圖書區右方14號櫃前天花板),289Y019919,20M/5M,121.48953799999998,25.140952,市立圖書館,HB06000661,稻香分館,"3F., No.81, Daoxiang Rd., Beitou Dist., Taipei City, Taiwan"
808,IH,圖書館,天母分館,士林區,SL030002,Aruba,00:24:6C:3D:37:40,10.114.67.41,臺北市士林區中山北路七段154巷6號4樓(自修區7號桌上方),288Y068455,20M/5M,121.532948,25.123421,市立圖書館,HB06000658,天母分館,"4F., No.6, Lane 154, Sec. 7, Zhongshan N. Rd., Shilin Dist., Taipei City, Taiwan (self-study area on the left of the ceiling)"
809,IH,圖書館,天母分館,士林區,SL030001,Aruba,00:24:6C:4C:A9:10,10.114.67.40,臺北市士林區中山北路七段154巷6號3樓(筆電區中央後方書架上方),288Y068455,20M/5M,121.532946,25.123421,市立圖書館,HB06000658,天母分館,"3F., No.6, Lane 154, Sec. 7, Zhongshan N. Rd., Shilin Dist., Taipei City, Taiwan (the top left of the copier ceiling)"
817,IH,圖書館,西湖分館,內湖區,NH030007,Aruba,00:24:6C:3B:A1:70,10.114.65.132,臺北市內湖區內湖路一段594號2樓(宗教類與語文類架子中間天花板),227Y142352,50M/10M,121.57745700000001,25.078962,市立圖書館,HB06000651,西湖分館,"2F, No.594, Sec. 1, Neihu Rd., Neihu Dist., Taipei City, Taiwan (religious and language shelf middle of the ceiling)"
810,IH,圖書館,葫蘆堵分館,士林區,SL030007,Aruba,00:24:6C:3B:9E:B0,10.114.65.149,臺北市士林區延平北路五段136巷1號8樓(樓梯上來中間右邊柱子往左數第3塊天花板),288Y068347,60M/20M,121.510871,25.082193,市立圖書館,HB06000652,葫蘆堵分館,"8F., No.1, Lane 136, Sec. 5, Yanping N. Rd., Shilin Dist., Taipei City, Taiwan (the staircase up the middle of the right column to the left the number of the first three ceiling)"
811,IH,圖書館,葫蘆堵分館,士林區,SL030006,Aruba,00:24:6C:4C:A9:40,10.114.65.148,臺北市士林區延平北路五段136巷1號7樓(座位區柱子前方天花板上),288Y068347,60M/20M,121.510879,25.082193,市立圖書館,HB06000652,葫蘆堵分館,"7F., No.1, Lane 136, Sec. 5, Yanping N. Rd., Shilin Dist., Taipei City, Taiwan (studio door forward the 10th ceiling)"
812,IH,圖書館,葫蘆堵分館,士林區,SL030005,Aruba,00:24:6C:4C:A9:00,10.114.65.147,臺北市士林區延平北路五段136巷1號6樓(報紙閱覽區2月份報紙架上方天花板),288Y068347,60M/20M,121.51087700000001,25.082193,市立圖書館,HB06000652,葫蘆堵分館,"6F., No.1, Lane 136, Sec. 5, Yanping N. Rd., Shilin Dist., Taipei City, Taiwan(newspaper reading area in February newspaper rack side ceiling)"
813,IH,圖書館,葫蘆堵分館,士林區,SL030004,Aruba,00:24:6C:4C:EB:10,10.114.65.146,臺北市士林區延平北路五段136巷1號5樓(服務台與樓梯中間天花板),288Y068347,60M/20M,121.510875,25.082193,市立圖書館,HB06000652,葫蘆堵分館,"5F., No.1, Lane 136, Sec. 5, Yanping N. Rd., Shilin Dist., Taipei City, Taiwan (desk and stairs the middle of the ceiling)"
814,IH,圖書館,葫蘆堵分館,士林區,SL030003,Aruba,00:24:6C:3B:9E:E0,10.114.65.145,臺北市士林區延平北路五段136巷1號4樓(門口進入第2支柱子往右數第6塊天花板),288Y068347,60M/20M,121.510873,25.082193,市立圖書館,HB06000652,葫蘆堵分館,"4F., No.1, Lane 136, Sec. 5, Yanping N. Rd., Shilin Dist., Taipei City, Taiwan (from the 2nd pillars count to right six of the ceiling)"
815,IH,圖書館,西湖分館,內湖區,NH030009,Aruba,00:24:6C:3B:27:F0,10.114.65.134,臺北市內湖區內湖路一段594號4樓(舞台左邊安全門上方天花板),227Y142352,50M/10M,121.577453,25.078962,市立圖書館,HB06000651,西湖分館,"4F, No.594, Sec. 1, Neihu Rd., Neihu Dist., Taipei City, Taiwan (stage security door on the left above the ceiling)"
816,IH,圖書館,西湖分館,內湖區,NH030008,Aruba,00:24:6C:3B:9A:F0,10.114.65.133,臺北市內湖區內湖路一段594號3樓(視聽資料閱覽區牌孑旁天花板),227Y142352,50M/10M,121.577455,25.078962,市立圖書館,HB06000651,西湖分館,"3F, No.594, Sec. 1, Neihu Rd., Neihu Dist., Taipei City, Taiwan (audio-visual materials to read brand larvae next to the ceiling)"
818,IH,圖書館,西湖分館,內湖區,NH030006,Aruba,00:24:6C:3B:9D:30,10.114.65.131,臺北市內湖區內湖路一段594號1樓(期刊合訂本區牌子旁天花板),227Y142352,50M/10M,121.577459,25.078962,市立圖書館,HB06000651,西湖分館,"1F, No.594, Sec. 1, Neihu Rd., Neihu Dist., Taipei City, Taiwan(bound volumes of periodicals the district sign next to the ceiling)"
819,IH,圖書館,西湖分館,內湖區,NH030010,Aruba,00:24:6C:4C:AC:30,10.114.65.130,臺北市內湖區內湖路一段594號B1(進入第5支柱子橫梁右側內牆上),227Y142352,50M/10M,121.577451,25.078962,市立圖書館,HB06000651,西湖分館,"B1F, No.594, Sec. 1, Neihu Rd., Neihu Dist., Taipei City, Taiwan (the five pillars of sub-beams right side wall)"
820,IH,圖書館,東湖分館,內湖區,NH030004,Aruba,00:24:6C:4C:AD:00,10.114.65.144,臺北市內湖區五分街6號4樓(視聽室進入左轉到底泠氣機上方),227Y142355,60M/20M,121.61267,25.067415,市立圖書館,HB06000650,東湖分館,"4F., No.6, Wufen St., Neihu Dist., Taipei City, Taiwan(audio-visual room to enter the top of the air-turn left in the end Ling)"
821,IH,圖書館,東湖分館,內湖區,NH030003,Aruba,00:24:6C:4C:AA:E0,10.114.65.143,臺北市內湖區五分街6號3樓(圖書室進入左轉第一支柱子上方),227Y142355,60M/20M,121.61265,25.067415,市立圖書館,HB06000650,東湖分館,"3F., No.6, Wufen St., Neihu Dist., Taipei City, Taiwan (the library to enter turn left child above the first pillar)"
822,IH,圖書館,東湖分館,內湖區,NH030002,Aruba,00:24:6C:3B:9A:30,10.114.65.142,臺北市內湖區五分街6號2樓(兒童期刊區牌子旁牆壁上),227Y142355,60M/20M,121.61263000000001,25.067415,市立圖書館,HB06000650,東湖分館,"2F., No.6, Wufen St., Neihu Dist., Taipei City, Taiwan (Children’s Periodicals sign next to the wall)"
823,IH,圖書館,東湖分館,內湖區,NH030001,Aruba,00:24:6C:4C:AB:B0,10.114.65.141,臺北市內湖區五分街6號1樓(服務臺後方櫃子),227Y142355,60M/20M,121.61261,25.067415,市立圖書館,HB06000650,東湖分館,"1F., No.6, Wufen St., Neihu Dist., Taipei City, Taiwan(into the door the desk on the left the top of the pillars alarm clock)"
824,IH,圖書館,東湖分館,內湖區,NH030005,Aruba,00:24:6C:4C:AB:F0,10.114.65.140,臺北市內湖區五分街6號B1(自修室中央排風管),227Y142355,60M/20M,121.61268999999999,25.067415,市立圖書館,HB06000650,東湖分館,"B1F., No.6, Wufen St., Neihu Dist., Taipei City, Taiwan (transformer room below the lateral wall beams)"
860,IH,圖書館,東園分館,萬華區,WH030004,Aruba,00:24:6C:4C:A8:40,10.114.65.104,臺北市萬華區東園街199號4樓(自修室天花板上),223Y122929,60M/20M,121.49811100000001,25.022662,市立圖書館,HB06000655,東園分館,"4, No.199, Dongyuan St., Wanhua Dist., Taipei City, Taiwan (study room on the ceiling)"
825,IH,圖書館,南港分館,南港區,NG030003,Aruba,9C:1C:12:7F:35:10,10.114.67.33,臺北市南港區南港路一段287巷4弄10號3樓(9號書櫃及10號書櫃中間天花板),227W007577,8M/640K,121.607955,25.053795,市立圖書館,HB06000648,南港分館,"3F., No.10, Aly. 4, Lane 287, Sec. 1, Nangang Rd., Nangang Dist., Taipei City, Taiwan (on the 9th and 10th bookcase ceiling above)"
826,IH,圖書館,南港分館,南港區,NG030002,Aruba,00:24:6C:3B:23:30,10.114.67.32,臺北市南港區南港路一段287巷4弄10號2樓(門口進入上方兩盞電燈中間天花板),227W007576,8M/640K,121.607951,25.053795,市立圖書館,HB06000648,南港分館,"2F., No.10, Aly. 4, Lane 287, Sec. 1, Nangang Rd., Nangang Dist., Taipei City, Taiwan (the door into the middle of the two lights above the ceiling)"
827,IH,圖書館,南港分館,南港區,NG030004,Aruba,00:24:6C:3B:23:20,10.114.67.31,臺北市南港區南港路一段287巷4弄10號B1(自修室中間柱子緊急照明燈旁天花板),227W007191,8M/640K,121.60795700000001,25.053795,市立圖書館,HB06000648,南港分館,"B1F., No.10, Aly. 4, Lane 287, Sec. 1, Nangang Rd., Nangang Dist., Taipei City, Taiwan (study rooms intermediate columns emergency lights next to the ceiling)"
828,IH,圖書館,萬芳民眾閱覽室,文山區,WS030016,Aruba,00:24:6C:FF:48:50,10.114.67.20,臺北市文山區萬美街一段25號2樓(樓梯上來左前方第一支柱往右數第五塊天花板),2939Y029902,20M/5M,121.569177,25.002215,市立圖書館,HB06000647,萬芳民眾閱覽室,"2F., No.25, Sec. 1, Wanmei St., Wenshan Dist., Taipei City, Taiwan (the stairs up to the fifth block of the ceiling of the first pillar of the left front to right)"
829,IH,圖書館,萬芳民眾閱覽室,文山區,WS030015,Aruba,00:24:6C:FF:04:D0,10.114.67.19,臺北市文山區萬美街一段25號1樓(服務台上方天花板),2939Y029902,20M/5M,121.56917800000001,25.002215,市立圖書館,HB06000647,萬芳民眾閱覽室,"1F., No.25, Sec. 1, Wanmei St., Wenshan Dist., Taipei City, Taiwan(desk top of the ceiling)"
830,IH,圖書館,安康民眾閱覽室,文山區,WS030024,Aruba,00:24:6C:4C:AB:80,10.114.67.56,臺北市文山區興隆路四段105巷1號4樓(門口進入展覽書區牌子旁天花板傳輸),2939Y029901,16M/3M,121.5608,24.987728,市立圖書館,HB06000646,安康民眾閱覽室,"4F., No.1, Lane 105, Sec. 4, Xinglong Rd., Wenshan Dist., Taipei City, Taiwan (the door into the ceiling next to the exhibition books District)"
831,IH,圖書館,景新分館,文山區,WS030014,Aruba,00:24:6C:4C:86:20,10.114.65.120,臺北市文山區景後街151號9樓(陽台旁樓梯上來右側走道避難指示燈旁天花板),2931Y019382,60M/20M,121.54203600000001,24.990152,市立圖書館,HB06000645,景新分館,"9F., No.151, Jinghou St., Wenshan Dist., Taipei City, Taiwan(next to the balcony stairs up the right side of the aisle refuge indicator next to the ceiling)"
